name,barred,aic_new,aic_old,Lxi_new,Lxi_old
846421_18,True,638.0157754545904,961.3457430941894,264764.9467472598,142483.73971943112
846421_17,True,842.1931044007324,2966.703149397077,147859.853463231,88586.98073968623
846421_16,False,877.9140604841405,1016.3771568654947,140092.36407994758,1221410.647127755
846421_15,False,547.36796999743,583.6811052326855,408433.52326340834,442911.5258451821
846421_14,False,288.4237950644816,168.14327129567934,930564.8915638904,2135655.9697781103
846421_13,False,122.02586087825007,128.52422442610845,685508.9334224546,1209500.652354538
846421_12,False,116.43776158358426,116.83828691840321,437261.7525567163,474269.9911381914
853401_28,False,170.46274294965662,439.7192031427948,126226.49507683466,56894.911172173015
853401_27,False,124.92873028586855,584.7790428420976,156573.7567188606,61428.333529215306
853401_26,False,107.35040014050382,116.66331993785197,95118.86666952622,131334.78383153048
853401_25,True,172.08488926836557,158.7665957033456,268945.81208844896,407992.25871252373
853401_24,True,234.68044773409153,288.48438127310794,188989.58031714457,281264.80959169695
853401_23,True,148.54361186452286,181.914973240559,161459.55182173545,116576.22010480743
853401_22,True,343.166076435369,423.0836906235185,240666.50215919816,362124.38992798503
853401_21,False,481.26269854335965,530.1843633319997,329131.17102380004,447856.66674199933
853401_20,False,406.0792764196721,438.9626441385368,244894.13231283057,792430.7551889912
853401_19,False,201.85819457849146,210.35665302524308,191017.7069884208,208764.74843285303
853401_18,False,303.88253904008707,316.98863938849115,250523.28025866774,559072.5083447038
853401_17,False,287.4307756030882,327.6889625106382,877747.5122246154,108872.21924823191
853401_16,False,318.11763097469446,332.3565320086798,7932701.680420007,401390.0709356298
853401_15,False,191.5412051525379,196.47735615511766,725120.4399696273,805340.4895938159
853401_14,False,112.07190573108916,119.34786937270358,489282.5439929835,368878.70111261593
853401_13,False,97.26056667920194,99.73846379589655,495107.36011617945,2054182.3339901085
853401_12,False,67.58999414593276,958.87274010539,1213999.9944180264,73486.87005779886
860575_28,False,246.12518127641397,299.0086104691908,84741.04450958001,51995.02118413504
860575_27,False,154.32547790224234,224.50610618867614,158808.24127589283,45134.19513159026
860575_26,False,156.09154192807634,174.30338256763156,52162.56108041028,46625.69544755837
860575_25,False,272.1123909219598,294.0841478032876,172992.71160290774,247229.39556558448
860575_24,False,421.87978437774234,450.46660033524904,368903.2987982539,524503.6119784154
860575_23,False,100.10385651266931,111.85823288308612,388861.5039816562,213920.5043075666
860575_22,False,175.57113046607972,197.14890780473576,602111.2676020374,493911.7804801604
860575_21,False,216.60168161038982,234.19246405118946,1085336.1142423772,1561793.4279451128
860575_20,False,218.72328642749662,255.5595095828716,25610604.269412287,1789139.0914116986
860575_19,False,135.20854264276542,139.73679911838673,1071943.5529330387,1400959.8277755014
860575_18,False,79.78498446561065,96.17371543986229,605303.4449397288,2518547.7937153205
860575_17,False,92.08980481905604,114.58565737830509,709465.2949565395,3230865.0892267977
